0,1,2,3,target
68,42,65,41,"Saptavinshati
Guggulu"
45,82,65,41,Eladi Churna
37,69,65,41,Arjuna Churna
41,40,65,41,Sphatika Bhasma
67,105,65,41,Kapardika Bhasma
86,54,21,41,Chandanasava
10,84,65,41,Smritisagara Rasa
59,23,65,41,"Dashanasanskara
Churna"
41,20,65,41,Vettumaran Gulika
10,50,49,32,Sarasvatarishta
118,96,48,41,"Pancha-valkala
Kashaya Churna"
85,61,65,41,Punarnava Churna
87,30,65,41,"Ajamodadi
Churna"
17,14,8,41,Lakshadi Guggulu
57,95,21,41,Mukta Pishti
104,87,16,41,"Vatavidhavansan
Rasa"
82,78,65,41,"Shirahshuladi vajra
Rasa"
25,99,0,13,Balarishta
20,105,65,41,"Balashvagandhadi
Taila"
4,80,65,41,"Hingvashtaka
Churna"
94,36,65,41,"Shadanga
Kvatha Churna"
99,105,65,41,Anutaila
30,15,65,41,Panchamrita Parpati
107,30,65,41,Prasarini Taila
3,64,22,41,"Guduchyadi Kashaya
Churna"
40,13,0,24,Bilvadi Leha
45,82,65,41,Talishadya Churna
105,99,65,41,"Kshirbala Taila /
Kshirbala Taila
Avarti (Shatapaki)"
50,103,65,41,"Laghumalini Vasanta
Rasa"
42,61,65,41,"Phalatrikadi Kvatha
Churna"
65,11,65,41,"Elanirkuzambu/N
alikeranjana"
41,71,23,41,Tribhuvankirti Rasa
79,36,47,41,Pippali Churna
2,105,65,41,Shveta Malaham
102,16,57,20,Vatagajankusha Rasa
111,94,65,41,Haritaki Churna
34,28,47,41,Apamarga Kshar
107,59,65,41,"Dhanvantar
Taila/Dhanvantar
Taila Avarti"
20,17,65,41,Aravindasava
16,83,64,41,Ashokarishta
87,30,65,41,"Ajamodadi
Churna"
54,31,65,41,Trivritamul Churna /Trivrita Churna
44,105,65,41,Saindhavadi Taila
8,69,29,41,Triphala Churna
116,2,65,41,Lahsunadi Vati
108,70,63,17,Kaishora Guggulu
18,28,65,41,Kutajaghan Vati
74,89,0,41,"Saubhagyashunthi
Paka"
49,46,65,41,Bala Taila
38,18,46,41,Navajivana Rasa
84,39,15,31,"Haridrakhanda
Paka"
41,40,65,41,Sphatika Bhasma
33,5,65,41,Rasna Guggulu
12,3,65,41,Trikatu Churna
105,99,65,41,"Kshirbala Taila /
Kshirbala Taila
Avarti (Shatapaki)"
28,91,65,41,Panchatikta Ghrita
15,54,65,41,"Shveta
Parpati/Kshara
Parpati"
66,63,0,41,Dadimadi Ghrita
87,93,62,41,Indu kanta Ghrita
46,78,65,41,Bhringaraja Tail
6,1,65,41,Shunthi Churna
42,61,65,41,Mandur Bhasma
107,57,65,41,"Laghuvishagarbha
Taila"
6,1,65,41,Shunthi Churna
33,105,65,41,"Trayodashanga
Guggulu"
106,22,65,41,Pinda Taila
63,105,65,41,"Trinapanchamula
Kvatha Churna"
37,69,65,41,Arjuna Churna
70,105,65,41,"Laghu Sutashekhara
Rasa"
66,37,21,41,Navayasa Lauha
45,82,38,15,Kanakasava
91,1,9,8,Jirakadyarishta
30,15,65,41,Panchamrita Parpati
13,105,65,41,Kasisadi Taila
34,28,47,41,Apamarga Kshar
0,105,65,41,Murivenna Tail
17,14,8,41,Lakshadi Guggulu
52,73,65,41,Gandhak Rasayana
55,0,45,14,"Arka Shatpushpa/
Mishr eyarka"
13,105,65,41,Kasisadi Taila
79,42,47,40,Yashtimadhu/Madhuyashti/ Yashti Churna
43,92,61,41,Aragvadharishta
103,24,36,41,Dashamularishta
85,81,65,41,Bilvadi Churna
108,70,63,17,Kaishora Guggulu
45,82,65,41,"Tankana Bhasma/
Saubhagya Bhasma"
66,37,44,10,Lohasava
0,105,65,41,Murivenna Tail
44,105,65,41,Saindhavadi Taila
73,68,6,41,"Lodhrasava/Rodh
rasava"
4,2,16,39,Mustakarishta
49,46,65,41,Bala Taila
73,74,65,41,Amalaki Churna
97,31,12,2,Kalyanak Guda
116,2,65,41,Lahsunadi Vati
97,7,65,41,Pippali mula Churna
59,105,65,41,Erimedadi Taila
42,90,65,41,Triphala Ghrita
60,105,65,41,"Khadiradi Gutika
(Mukhroga)"
37,32,20,18,"Arjunarishta/
Parthadyarishta"
42,61,65,41,Mandur Bhasma
107,59,65,41,"Dhanvantar
Taila/Dhanvantar
Taila Avarti"
39,97,33,29,"Rasnasaptaka
Kashaya Churna"
8,69,29,41,Triphala Churna
66,74,65,41,"Vasaguduchyadi
Kashaya Churna"
72,94,18,12,Rohitakarishta
11,77,65,41,"Brihanmasha Taila
/Mahamash Taila"
45,82,65,41,Talishadya Churna
107,62,65,41,Narayana Taila
6,1,42,41,Yogaraja Guggulu
45,82,56,16,"Kushmandaka
Rasayana"
17,14,8,41,Lakshadi Guggulu
62,105,65,41,Gokshura Churna
87,30,65,41,"Ajamodadi
Churna"
107,62,65,41,Narayana Taila
101,26,13,41,Amritadi Guggulu
84,39,15,31,"Haridrakhanda
Paka"
106,22,65,41,Pinda Taila
65,11,65,41,"Elanirkuzambu/N
alikeranjana"
62,105,65,41,Gokshura Churna
82,78,65,41,"Shirahshuladi vajra
Rasa"
4,31,65,41,"Lavanabhaskara
Churna/
Bhaskarlavan churna"
7,105,65,41,Avipattikara Churna
33,105,65,41,"Trayodashanga
Guggulu"
32,75,0,41,Kutajarishta
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
91,1,9,8,Jirakadyarishta
117,101,65,41,Jatyadi Taila
107,5,65,41,"Kottamachukkadi
Taila"
21,12,28,9,Triphala Guggulu
90,76,65,41,Navak Guggulu
44,105,65,41,Saindhavadi Taila
4,2,16,39,Mustakarishta
78,105,65,41,Pushyanuga Churna
89,48,65,41,"Somaraji Taila
/Bakuchi Taila"
45,82,65,41,Lavangadi Vati
107,5,65,41,"Kottamachukkadi
Taila"
49,46,65,41,Bala Taila
104,87,16,41,"Vatavidhavansan
Rasa"
107,58,65,41,Mahanarayan Taila
25,99,0,13,Balarishta
89,48,65,41,"Somaraji Taila
/Bakuchi Taila"
0,105,65,41,Murivenna Tail
69,42,47,41,Chitraka Haritaki
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
20,17,65,41,Aravindasava
96,105,65,41,Tiktaka Ghrita
6,98,41,0,Simhanada Guggulu
119,105,65,41,Phala Ghrita
38,18,46,41,Navajivana Rasa
41,88,45,27,"Dashamula Kvatha
Churna"
55,2,65,41,Sanjivani Vati
55,0,45,14,"Arka Shatpushpa/
Mishr eyarka"
67,105,65,41,Kapardika Bhasma
75,104,7,19,Shatavariguda
69,42,47,41,Chitraka Haritaki
41,98,65,41,Guduchi Sattva
54,105,65,41,Abhayadi Modakam
93,1,2,41,"Arka Yavani/Arka
Ajvayana"
61,9,43,33,"Ashvagandharisht
a"
48,53,65,41,Vidanga Churna
40,13,0,24,Bilvadi Leha
7,105,65,41,Avipattikara Churna
103,24,36,41,Dashamularishta
73,68,6,41,"Lodhrasava/Rodh
rasava"
38,18,46,41,Navajivana Rasa
30,15,1,39,Shankha Vati
60,105,65,41,"Khadiradi Gutika
(Mukhroga)"
73,105,65,41,Chandraprabha Vati
21,12,28,9,Triphala Guggulu
42,90,65,41,Triphala Ghrita
37,69,65,41,Arjuna Churna
74,89,0,41,"Saubhagyashunthi
Paka"
3,64,22,41,"Guduchyadi Kashaya
Churna"
26,105,65,41,Shadabindu Taila
107,5,65,41,"Kottamachukkadi
Taila"
45,82,58,41,Shvasakuthara Rasa
62,105,65,41,Shatavaryadi Ghrita
107,57,65,41,"Laghuvishagarbha
Taila"
118,96,48,41,"Pancha-valkala
Kashaya Churna"
77,43,65,41,Rajahpravartini Vati
50,103,65,41,"Laghumalini Vasanta
Rasa"
7,105,65,41,Avipattikara Churna
116,2,65,41,Lahsunadi Vati
6,1,65,41,Shunthi Churna
34,45,5,41,Kankayan Gutika
97,7,65,41,Pippali mula Churna
42,61,65,41,"Phalatrikadi Kvatha
Churna"
107,5,65,41,"Kottamachukkadi
Taila"
92,25,65,41,Saptamrita Lauha
45,82,40,41,"Chyavanprash
Avaleha"
73,68,6,41,"Lodhrasava/Rodh
rasava"
45,82,40,41,"Chyavanprash
Avaleha"
79,36,47,41,Pippali Churna
93,1,2,41,"Arka Yavani/Arka
Ajvayana"
48,53,65,41,Vidanga Churna
107,58,65,41,Mahanarayan Taila
7,74,65,41,Kamadudha Rasa
45,82,14,41,Eladi Gutika
22,52,65,41,Brahmi Vati
97,7,65,41,Pippali mula Churna
41,20,65,41,Vettumaran Gulika
73,68,6,41,"Lodhrasava/Rodh
rasava"
34,29,35,41,"Kshirashatpala
Ghrita"
4,6,65,41,Shankha Bhasma
99,105,65,41,Anutaila
4,80,65,41,"Hingvashtaka
Churna"
33,105,65,41,"Trayodashanga
Guggulu"
37,69,65,41,Arjuna Churna
73,68,6,41,"Lodhrasava/Rodh
rasava"
15,54,65,41,"Shveta
Parpati/Kshara
Parpati"
82,65,65,41,Godanti Bhasma
55,2,65,41,Sanjivani Vati
27,12,65,41,Sarjarasa Malahara
90,76,65,41,Navak Guggulu
76,44,30,21,Kumaryasava
100,68,51,7,"Puga Khanda/
Supari Paka"
73,105,65,41,Chandraprabha Vati
78,105,65,41,Pushyanuga Churna
42,90,65,41,Triphala Ghrita
0,105,65,41,Murivenna Tail
2,105,65,41,Shveta Malaham
100,68,51,7,"Puga Khanda/
Supari Paka"
4,31,65,41,"Lavanabhaskara
Churna/
Bhaskarlavan churna"
41,15,10,41,"Balachaturbhadra
Churna"
38,18,46,41,Navajivana Rasa
55,2,65,41,Sanjivani Vati
20,17,65,41,Aravindasava
11,77,65,41,"Brihanmasha Taila
/Mahamash Taila"
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
117,101,65,41,Jatyadi Taila
45,82,65,41,Talishadya Churna
3,64,22,41,"Guduchyadi Kashaya
Churna"
59,23,65,41,"Dashanasanskara
Churna"
20,105,65,41,"Balashvagandhadi
Taila"
66,79,65,41,"Punarnavadi
Mandura"
41,98,65,41,Guduchi Sattva
10,84,65,41,Smritisagara Rasa
85,67,27,41,Punarnavasava
117,101,65,41,Jatyadi Taila
106,22,65,41,Pinda Taila
33,5,65,41,Rasna Guggulu
64,60,65,41,Nirgundi Taila
103,24,36,41,Dashamularishta
113,105,65,41,Sukumar Ghrita
53,36,59,12,Guduchi Churna
107,30,65,41,Prasarini Taila
37,32,20,18,"Arjunarishta/
Parthadyarishta"
49,46,65,41,Bala Taila
109,30,65,41,Eranda Taila
10,84,65,41,Smritisagara Rasa
107,30,65,41,Prasarini Taila
45,82,52,25,Vyaghri Haritaki
63,105,65,41,"Trinapanchamula
Kvatha Churna"
34,28,47,41,Apamarga Kshar
46,78,65,41,Bhringaraja Tail
82,65,65,41,Godanti Bhasma
117,101,65,41,Jatyadi Taila
30,15,65,41,Panchamrita Parpati
8,69,29,41,Triphala Churna
13,105,65,41,Arsho Kuthara Rasa
4,2,16,39,Mustakarishta
21,12,28,9,Triphala Guggulu
52,73,65,41,Gandhak Rasayana
4,105,65,41,Chitrakadi Gutika
18,72,60,41,Jatiphaladya Churna
4,2,16,39,Mustakarishta
108,70,63,17,Kaishora Guggulu
103,24,36,41,Dashamularishta
93,1,2,41,"Arka Yavani/Arka
Ajvayana"
66,37,19,6,Drakshavaleha
37,24,65,41,Prabhakara Vati
102,46,65,41,"Indukantam
Kashayam Churna"
100,68,51,7,"Puga Khanda/
Supari Paka"
54,31,65,41,Trivritamul Churna /Trivrita Churna
35,42,47,11,Kantakaryavaleha
73,68,6,41,"Lodhrasava/Rodh
rasava"
73,105,65,41,Chandraprabha Vati
93,1,2,41,"Arka Yavani/Arka
Ajvayana"
105,102,17,35,Punarnava Guggulu
13,105,65,41,Kasisadi Taila
7,74,65,41,Kamadudha Rasa
31,15,65,41,Dadimastak Churna
52,53,65,41,"Arogyavardhini
Vati/Rasa"
75,104,7,19,Shatavariguda
102,46,65,41,"Indukantam
Kashayam Churna"
45,82,21,41,Dhanvantar Gutika
45,82,65,41,"Tankana Bhasma/
Saubhagya Bhasma"
4,2,16,39,Mustakarishta
105,102,17,35,Punarnava Guggulu
29,27,3,1,Kanchanara Guggulu
45,82,58,41,Shvasakuthara Rasa
66,37,19,6,Drakshavaleha
54,105,65,41,Abhayadi Modakam
7,74,65,41,Kamadudha Rasa
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
45,82,21,41,Dhanvantar Gutika
109,30,65,41,Eranda Taila
41,35,65,41,"Samshamani Vati
/ Guduchighana Vati"
53,36,59,12,Guduchi Churna
36,33,65,41,Akika Pishti
44,105,65,41,Saindhavadi Taila
52,53,65,41,"Arogyavardhini
Vati/Rasa"
102,16,57,20,Vatagajankusha Rasa
36,33,65,41,Akika Pishti
41,40,65,41,Sphatika Bhasma
45,82,22,22,Vasavaleha
92,25,65,41,Saptamrita Lauha
45,82,65,41,Talishadya Churna
89,48,65,41,"Somaraji Taila
/Bakuchi Taila"
3,64,22,41,"Guduchyadi Kashaya
Churna"
66,37,21,41,Navayasa Lauha
10,50,49,32,Sarasvatarishta
41,20,65,41,Vettumaran Gulika
105,102,17,35,Punarnava Guggulu
27,12,65,41,Sarjarasa Malahara
77,43,65,41,Rajahpravartini Vati
96,47,65,41,Nalpamaradi Taila
113,105,65,41,Sukumar Ghrita
1,7,65,41,Yavakshar
106,22,65,41,Pinda Taila
102,16,57,20,Vatagajankusha Rasa
10,84,65,41,Smritisagara Rasa
42,90,65,41,Triphala Ghrita
60,105,65,41,"Khadiradi Gutika
(Mukhroga)"
50,103,65,41,"Laghumalini Vasanta
Rasa"
45,82,14,41,Eladi Gutika
94,36,65,41,"Shadanga
Kvatha Churna"
45,82,58,41,Shvasakuthara Rasa
37,24,65,41,Prabhakara Vati
19,41,65,41,"Apamargkshara
Taila"
11,77,65,41,"Brihanmasha Taila
/Mahamash Taila"
34,28,47,41,Apamarga Kshar
10,50,49,32,Sarasvatarishta
117,21,65,41,Jathyadi Ghrita
19,41,65,41,"Apamargkshara
Taila"
68,42,65,41,"Saptavinshati
Guggulu"
48,53,65,41,Vidanga Churna
6,1,42,41,Yogaraja Guggulu
36,33,65,41,Akika Pishti
28,91,65,41,Panchatikta Ghrita
45,82,38,15,Kanakasava
67,105,65,41,Kapardika Bhasma
117,101,65,41,Jatyadi Taila
86,54,21,41,Chandanasava
79,42,47,40,Yashtimadhu/Madhuyashti/ Yashti Churna
107,59,65,41,"Dhanvantar
Taila/Dhanvantar
Taila Avarti"
60,105,65,41,"Khadiradi Gutika
(Mukhroga)"
35,42,47,26,"Agastya Haritaki
/ Agastya
Rasayana"
87,30,65,41,"Ajamodadi
Churna"
55,0,45,14,"Arka Shatpushpa/
Mishr eyarka"
41,98,65,41,Guduchi Sattva
66,79,65,41,"Punarnavadi
Mandura"
15,54,65,41,"Shveta
Parpati/Kshara
Parpati"
17,14,8,41,Lakshadi Guggulu
107,59,65,41,"Dhanvantar
Taila/Dhanvantar
Taila Avarti"
60,105,65,41,"Khadiradi Gutika
(Mukhroga)"
112,93,65,41,"Gandharvahasta
Taila"
45,82,22,22,Vasavaleha
7,74,65,41,Kamadudha Rasa
33,5,65,41,Rasna Guggulu
26,105,65,41,Shadabindu Taila
99,105,65,41,Anutaila
10,50,49,32,Sarasvatarishta
68,42,65,41,"Saptavinshati
Guggulu"
113,105,65,41,Sukumar Ghrita
94,36,65,41,"Shadanga
Kvatha Churna"
66,37,21,41,Navayasa Lauha
40,13,0,24,Bilvadi Leha
24,2,55,0,Arka Pudina
84,39,15,31,"Haridrakhanda
Paka"
57,95,21,41,Mukta Pishti
57,95,21,41,Mukta Pishti
73,55,26,4,Gokshuradi Guggulu
45,82,65,41,Lavangadi Vati
35,42,47,11,Kantakaryavaleha
59,23,65,41,"Dashanasanskara
Churna"
61,9,43,33,"Ashvagandharisht
a"
66,74,65,41,"Vasaguduchyadi
Kashaya Churna"
12,3,65,41,Trikatu Churna
43,100,65,41,Marichyadi Taila
54,105,65,41,Abhayadi Modakam
37,32,20,18,"Arjunarishta/
Parthadyarishta"
59,105,65,41,Erimedadi Taila
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
117,101,65,41,Jatyadi Taila
66,37,19,6,Drakshavaleha
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
107,30,65,41,Prasarini Taila
18,28,65,41,Kutajaghan Vati
18,29,37,41,Kutajavaleha
70,105,65,41,"Laghu Sutashekhara
Rasa"
112,93,65,41,"Gandharvahasta
Taila"
66,37,21,41,Navayasa Lauha
7,105,65,41,Avipattikara Churna
11,77,65,41,"Brihanmasha Taila
/Mahamash Taila"
35,42,47,11,Kantakaryavaleha
4,6,65,41,Shankha Bhasma
77,43,65,41,Rajahpravartini Vati
30,15,65,41,Panchamrita Parpati
85,67,27,41,Punarnavasava
45,82,14,41,Eladi Gutika
43,100,65,41,Marichyadi Taila
16,83,64,41,Ashokarishta
4,80,65,41,"Hingvashtaka
Churna"
61,9,43,33,"Ashvagandharisht
a"
28,91,65,41,Panchatikta Ghrita
30,15,1,39,Shankha Vati
73,49,65,41,"Nisha-Amalaki
Churna"
54,105,65,41,Abhayadi Modakam
11,77,65,41,"Brihanmasha Taila
/Mahamash Taila"
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
41,35,65,41,"Samshamani Vati
/ Guduchighana Vati"
40,13,0,24,Bilvadi Leha
97,31,12,2,Kalyanak Guda
28,91,65,41,Panchatikta Ghrita
80,105,65,41,Panchaguna Taila
88,42,25,41,Sitopaladi Churna
15,56,65,41,"Varunadi Kvatha
Churna"
88,42,32,36,"Dashmula Katutraya
Kvatha Churna"
87,30,65,41,"Ajamodadi
Churna"
17,14,8,41,Lakshadi Guggulu
40,13,0,24,Bilvadi Leha
9,51,65,41,"Sarpagandhaghana
Vati"
69,42,47,41,Chitraka Haritaki
45,82,65,41,"Tankana Bhasma/
Saubhagya Bhasma"
110,38,65,41,"Sahacharadi Taila/
Brihatsahcharadi
Taila"
0,105,65,41,Murivenna Tail
10,95,50,5,Brahmi Ghrita
66,37,21,41,Navayasa Lauha
66,63,0,41,Dadimadi Ghrita
45,82,65,41,Lavangadi Vati
45,82,65,41,Eladi Churna
32,75,0,41,Kutajarishta
4,105,65,41,Chitrakadi Gutika
114,86,65,41,Dashanga Lepa
30,15,65,41,Panchamrita Parpati
73,74,65,41,Amalaki Churna
15,56,65,41,"Varunadi Kvatha
Churna"
41,15,10,41,"Balachaturbhadra
Churna"
29,27,3,1,Kanchanara Guggulu
20,105,65,41,"Balashvagandhadi
Taila"
96,47,65,41,Nalpamaradi Taila
7,74,65,41,Kamadudha Rasa
117,21,65,41,Jathyadi Ghrita
4,42,47,34,Draksharishta
56,34,65,41,Brahama Rasayana
42,61,65,41,"Phalatrikadi Kvatha
Churna"
114,86,65,41,Dashanga Lepa
75,104,7,19,Shatavariguda
45,82,14,41,Eladi Gutika
56,34,65,41,Brahama Rasayana
109,30,65,41,Eranda Taila
40,13,0,24,Bilvadi Leha
31,15,65,41,Dadimastak Churna
76,44,30,21,Kumaryasava
48,53,65,41,Vidanga Churna
59,105,65,41,Erimedadi Taila
86,54,21,41,Chandanasava
29,27,3,1,Kanchanara Guggulu
45,82,22,22,Vasavaleha
117,101,65,41,Jatyadi Taila
46,78,65,41,Bhringaraja Tail
4,6,65,41,Shankha Bhasma
4,2,16,39,Mustakarishta
93,1,2,41,"Arka Yavani/Arka
Ajvayana"
45,66,65,41,Pravala Pishti
45,82,39,41,Vasakasava
90,76,65,41,Navak Guggulu
43,92,61,41,Aragvadharishta
1,7,65,41,Yavakshar
13,105,65,41,Arsho Kuthara Rasa
102,46,65,41,"Indukantam
Kashayam Churna"
82,78,65,41,"Shirahshuladi vajra
Rasa"
118,96,48,41,"Pancha-valkala
Kashaya Churna"
29,27,3,1,Kanchanara Guggulu
111,94,65,41,Haritaki Churna
40,13,0,24,Bilvadi Leha
89,48,65,41,"Somaraji Taila
/Bakuchi Taila"
64,60,65,41,Nirgundi Taila
10,84,65,41,Smritisagara Rasa
31,15,65,41,Dadimastak Churna
96,105,65,41,Tiktaka Ghrita
10,50,49,32,Sarasvatarishta
45,82,21,41,Dhanvantar Gutika
1,7,65,41,Yavakshar
79,42,47,40,Yashtimadhu/Madhuyashti/ Yashti Churna
18,29,37,41,Kutajavaleha
6,1,65,41,Shunthi Churna
92,25,65,41,Saptamrita Lauha
92,25,65,41,Saptamrita Lauha
98,36,34,41,Muktashukti Bhasma
107,57,65,41,"Laghuvishagarbha
Taila"
45,82,40,41,"Chyavanprash
Avaleha"
41,20,65,41,Vettumaran Gulika
7,74,65,41,Kamadudha Rasa
94,36,65,41,"Shadanga
Kvatha Churna"
66,63,0,41,Dadimadi Ghrita
35,42,47,26,"Agastya Haritaki
/ Agastya
Rasayana"
54,105,65,41,Abhayadi Modakam
91,1,9,8,Jirakadyarishta
74,89,0,41,"Saubhagyashunthi
Paka"
7,74,65,41,Kamadudha Rasa
37,32,20,18,"Arjunarishta/
Parthadyarishta"
54,31,65,41,Trivritamul Churna /Trivrita Churna
42,61,65,41,Mandur Bhasma
107,59,65,41,"Dhanvantar
Taila/Dhanvantar
Taila Avarti"
48,53,65,41,Vidanga Churna
43,100,65,41,Marichyadi Taila
42,90,65,41,Triphala Ghrita
41,35,65,41,"Samshamani Vati
/ Guduchighana Vati"
74,89,0,41,"Saubhagyashunthi
Paka"
45,82,38,15,Kanakasava
8,69,29,41,Triphala Churna
22,52,65,41,Brahmi Vati
6,1,42,41,Yogaraja Guggulu
61,9,43,33,"Ashvagandharisht
a"
68,42,65,41,"Saptavinshati
Guggulu"
118,96,48,41,"Pancha-valkala
Kashaya Churna"
19,41,65,41,"Apamargkshara
Taila"
49,46,65,41,Bala Taila
104,87,16,41,"Vatavidhavansan
Rasa"
1,7,65,41,Yavakshar
62,105,65,41,Shatavaryadi Ghrita
119,105,65,41,Phala Ghrita
66,37,44,10,Lohasava
59,23,65,41,"Dashanasanskara
Churna"
43,100,65,41,Marichyadi Taila
73,49,65,41,"Nisha-Amalaki
Churna"
102,105,65,41,"Guggulutiktaka
Ghrita"
45,82,56,16,"Kushmandaka
Rasayana"
98,36,34,41,Muktashukti Bhasma
82,65,65,41,Godanti Bhasma
12,3,65,41,Trikatu Churna
13,105,65,41,Kasisadi Taila
45,82,58,41,Shvasakuthara Rasa
73,74,65,41,Amalaki Churna
65,11,65,41,"Elanirkuzambu/N
alikeranjana"
30,15,65,41,Panchamrita Parpati
70,105,65,41,"Laghu Sutashekhara
Rasa"
70,105,65,41,"Laghu Sutashekhara
Rasa"
73,68,6,41,"Lodhrasava/Rodh
rasava"
35,42,47,11,Kantakaryavaleha
45,82,65,41,"Tankana Bhasma/
Saubhagya Bhasma"
25,99,0,13,Balarishta
88,42,32,36,"Dashmula Katutraya
Kvatha Churna"
45,82,65,41,Lavangadi Vati
14,33,31,41,Drakshasava
0,105,65,41,Murivenna Tail
97,31,12,2,Kalyanak Guda
66,37,21,41,Navayasa Lauha
64,60,65,41,Nirgundi Taila
102,46,65,41,"Indukantam
Kashayam Churna"
3,64,22,41,"Guduchyadi Kashaya
Churna"
119,105,65,41,Phala Ghrita
107,30,65,41,Prasarini Taila
52,53,65,41,"Arogyavardhini
Vati/Rasa"
41,98,65,41,Guduchi Sattva
105,99,65,41,"Kshirbala Taila /
Kshirbala Taila
Avarti (Shatapaki)"
24,2,55,0,Arka Pudina
13,105,65,41,Kasisadi Taila
114,86,65,41,Dashanga Lepa
62,105,65,41,Gokshura Churna
41,15,10,41,"Balachaturbhadra
Churna"
28,91,65,41,Panchatikta Ghrita
50,103,65,41,"Laghumalini Vasanta
Rasa"
96,47,65,41,Nalpamaradi Taila
42,90,65,41,Triphala Ghrita
90,76,65,41,Navak Guggulu
18,29,37,41,Kutajavaleha
53,36,59,12,Guduchi Churna
48,53,65,41,Vidanga Churna
52,73,65,41,Gandhak Rasayana
45,82,38,15,Kanakasava
79,36,47,41,Pippali Churna
26,105,65,41,Shadabindu Taila
74,89,0,41,"Saubhagyashunthi
Paka"
33,105,65,41,"Trayodashanga
Guggulu"
8,69,29,41,Triphala Churna
100,68,51,7,"Puga Khanda/
Supari Paka"
35,42,47,26,"Agastya Haritaki
/ Agastya
Rasayana"
55,0,45,14,"Arka Shatpushpa/
Mishr eyarka"
79,42,47,40,Yashtimadhu/Madhuyashti/ Yashti Churna
100,68,51,7,"Puga Khanda/
Supari Paka"
47,8,65,41,Karpuradi Taila
79,42,47,40,Yashtimadhu/Madhuyashti/ Yashti Churna
59,105,65,41,Erimedadi Taila
52,73,65,41,Gandhak Rasayana
64,60,65,41,Nirgundi Taila
37,74,65,41,"Jaharamohara
Bhasma"
27,12,65,41,Sarjarasa Malahara
39,97,33,29,"Rasnasaptaka
Kashaya Churna"
42,90,65,41,Triphala Ghrita
63,105,65,41,"Trinapanchamula
Kvatha Churna"
10,50,49,32,Sarasvatarishta
45,82,39,41,Vasakasava
112,93,65,41,"Gandharvahasta
Taila"
20,105,65,41,"Balashvagandhadi
Taila"
56,34,65,41,Brahama Rasayana
42,61,65,41,"Phalatrikadi Kvatha
Churna"
18,28,65,41,Kutajaghan Vati
74,89,0,41,"Saubhagyashunthi
Paka"
79,36,47,41,Pippali Churna
18,72,60,41,Jatiphaladya Churna
59,105,65,41,Erimedadi Taila
74,89,0,41,"Saubhagyashunthi
Paka"
7,105,65,41,Avipattikara Churna
51,105,65,41,"Panchanimba
Churna"
87,30,65,41,"Ajamodadi
Churna"
73,74,65,41,Amalaki Churna
58,85,65,41,Sarasvata Churna
35,42,47,26,"Agastya Haritaki
/ Agastya
Rasayana"
36,33,65,41,Akika Pishti
33,5,65,41,Rasna Guggulu
45,82,21,41,Dhanvantar Gutika
66,37,44,10,Lohasava
23,10,11,38,Kalyanaka Ghrita
20,17,65,41,Aravindasava
107,5,65,41,"Kottamachukkadi
Taila"
91,1,9,8,Jirakadyarishta
7,105,65,41,Avipattikara Churna
41,98,65,41,Guduchi Sattva
15,56,65,41,"Varunadi Kvatha
Churna"
109,30,65,41,Eranda Taila
113,105,65,41,Sukumar Ghrita
52,53,65,41,"Arogyavardhini
Vati/Rasa"
105,102,17,35,Punarnava Guggulu
21,12,65,41,Ksharsutra
14,33,31,41,Drakshasava
45,82,65,41,Lavangadi Vati
82,78,65,41,"Shirahshuladi vajra
Rasa"
65,11,65,41,"Elanirkuzambu/N
alikeranjana"
13,105,65,41,Kasisadi Taila
45,82,52,25,Vyaghri Haritaki
40,13,0,24,Bilvadi Leha
65,11,65,41,"Elanirkuzambu/N
alikeranjana"
9,51,65,41,"Sarpagandhaghana
Vati"
41,40,65,41,Sphatika Bhasma
86,54,21,41,Chandanasava
81,35,65,41,Amritarishta
34,28,47,41,Apamarga Kshar
14,33,31,41,Drakshasava
32,75,0,41,Kutajarishta
97,7,65,41,Pippali mula Churna
116,2,65,41,Lahsunadi Vati
4,105,65,41,Chitrakadi Gutika
18,72,60,41,Jatiphaladya Churna
79,36,47,41,Pippali Churna
85,61,65,41,Punarnava Churna
115,2,65,41,Bilvadi Gutika
11,77,65,41,"Brihanmasha Taila
/Mahamash Taila"
42,90,65,41,Triphala Ghrita
95,48,24,1,Khadirarishta
105,102,17,35,Punarnava Guggulu
43,100,65,41,Marichyadi Taila
29,27,3,1,Kanchanara Guggulu
0,105,65,41,Murivenna Tail
86,54,21,41,Chandanasava
45,82,52,25,Vyaghri Haritaki
45,82,40,41,"Chyavanprash
Avaleha"
66,63,0,41,Dadimadi Ghrita
10,84,65,41,Smritisagara Rasa
102,105,65,41,"Guggulutiktaka
Ghrita"
102,105,65,41,"Guggulutiktaka
Ghrita"
46,78,65,41,Bhringaraja Tail
41,35,65,41,"Samshamani Vati
/ Guduchighana Vati"
73,105,65,41,Chandraprabha Vati
102,46,65,41,"Indukantam
Kashayam Churna"
